1,113,196,0.009116404,0.032157959,0.028344896,0,68.76592126
2,303,530,0.004703613,0.013964664,0.013615409,1.691355139,35.43695201
3,717,1293,0.002283879,0.005361409,0.006433376,2.222815565,14.78033377
4,1457,2676,0.001916702,0.003077866,0.003922003,1.565427786,8.599517882
5,2498,4636,0.001791062,0.002291387,0.002903758,1.094688369,6.42195094
6,3398,6394,0.001720232,0.001898656,0.002348671,1.222054169,5.32867693
7,4033,7642,0.00168253,0.001703841,0.002084855,1.263824879,4.785403341
8,4441,8443,0.001660651,0.001618368,0.001968633,1.068113104,4.54631839
9,4683,8918,0.001646695,0.001576117,0.001909758,0.997145118,4.428161067
10,4824,9192,0.001639216,0.00155376,0.001880017,0.963207874,4.365938911
11,4905,9351,0.001634245,0.001538269,0.001857903,1.203463438,4.322804049
12,4957,9453,0.001630775,0.001528381,0.00184454,1.223011831,4.294834275
13,4979,9495,0.001628837,0.001523906,0.001838583,1.324502173,4.282192405
14,4989,9515,0.001628146,0.001521777,0.001836075,1.393477067,4.276281782
15,4990,9517,0.00162809,0.00152118,0.001835321,3.91202939,4.274581062
16,4991,9519,0.00162789,0.00152108,0.001835175,0.660638253,4.274322266
